id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FAM184B	1	0.0022557	0.0022507	0.686141	26	1	-2.1614	0.99774	0.99781	0.999759	8688	0	-2.1614
LOC103349213	2	0.0024347	0.0047555	0.686141	27	1	-1.774	0.84138	0.84145	0.949746	7490	0	-1.774
GPR183	2	0.0027951	0.0054877	0.686141	28	1	-1.5456	0.84138	0.84145	0.949746	7236	0	-1.5456
LOC103347597	1	0.0036994	0.003639	0.686141	29	1	-1.9666	0.9963	0.99638	0.998903	8673	0	-1.9666
PCDH10	1	0.0036994	0.003639	0.686141	30	1	-2.9118	0.9963	0.99638	0.998903	8674	0	-2.9118
LOC100349650	1	0.0036994	0.003639	0.686141	31	1	-1.9666	0.9963	0.99638	0.998903	8675	0	-1.9666
LOC100350385	1	0.0036994	0.003639	0.686141	32	1	-2.9118	0.9963	0.99638	0.998903	8676	0	-2.9118
SPACA9	1	0.0036994	0.003639	0.686141	33	1	-1.9666	0.9963	0.99638	0.998903	8678	0	-1.9666
WNT7A	1	0.0036994	0.003639	0.686141	34	1	-2.9118	0.9963	0.99638	0.998903	8677	0	-2.9118
RRAGC	1	0.0036994	0.003639	0.686141	35	1	-2.9118	0.9963	0.99638	0.998903	8679	0	-2.9118
SLC35A3	1	0.0036994	0.003639	0.686141	36	1	-1.9666	0.9963	0.99638	0.998903	8680	0	-1.9666
ARGFX	1	0.0036994	0.003639	0.686141	37	1	-2.9118	0.9963	0.99638	0.998903	8682	0	-2.9118
CA14	1	0.0036994	0.003639	0.686141	38	1	-2.9118	0.9963	0.99638	0.998903	8684	0	-2.9118
FRMD4A	1	0.0036994	0.003639	0.686141	39	1	-2.9118	0.9963	0.99638	0.998903	8686	0	-2.9118
LOC100347883	1	0.0036994	0.003639	0.686141	40	1	-1.9666	0.9963	0.99638	0.998903	8681	0	-1.9666
ADGRV1	1	0.0036994	0.003639	0.686141	41	1	-2.9118	0.9963	0.99638	0.998903	8683	0	-2.9118
FRMPD3	1	0.0036994	0.003639	0.686141	42	1	-2.9118	0.9963	0.99638	0.998903	8685	0	-2.9118
LOC103345697	2	0.0045063	0.0087168	0.686141	43	2	-1.43	0.97331	0.9735	0.994556	8451	0	-1.43
LOC100348529	2	0.0045063	0.0087168	0.686141	44	1	-2.0842	0.84138	0.84145	0.949746	6985	0	-2.0842
SLC39A2	1	0.0048272	0.0047157	0.686141	45	1	-2.7045	0.99517	0.99529	0.998903	8672	0	-2.7045
LOC108177262	3	0.0049082	0.013283	0.686141	46	3	-1.1752	0.99509	0.99501	0.998903	8671	0	-1.1752
JMJD1C	3	0.0049993	0.01351	0.686141	47	2	-0.72166	0.51169	0.51158	0.781602	3540	0	-0.72166
SYCP2L	1	0.0050528	0.0049613	0.686141	48	1	-2.0586	0.99495	0.99506	0.998903	8670	0	-2.0586
PPP1R3G	1	0.0050528	0.0049613	0.686141	49	1	-2.0586	0.99495	0.99506	0.998903	8667	0	-2.0586
LOC100340079	1	0.0050528	0.0049613	0.686141	50	1	-2.0586	0.99495	0.99506	0.998903	8668	0	-2.0586
YY1	1	0.0050528	0.0049613	0.686141	51	1	-2.0586	0.99495	0.99506	0.998903	8669	0	-2.0586
MTRF1	1	0.006316	0.0062347	0.686141	52	1	-1.7414	0.99368	0.99378	0.998596	8654	0	-1.7414
HIGD1C	1	0.006316	0.0062347	0.686141	53	1	-1.7414	0.99368	0.99378	0.998596	8666	0	-1.7414
LOC100346285	1	0.006316	0.0062347	0.686141	54	1	-2.6866	0.99368	0.99378	0.998596	8661	0	-2.6866
LLPH	1	0.006316	0.0062347	0.686141	55	1	-2.6866	0.99368	0.99378	0.998596	8665	0	-2.6866
TRIM4	1	0.006316	0.0062347	0.686141	56	1	-1.7414	0.99368	0.99378	0.998596	8659	0	-1.7414
SUV39H2	1	0.006316	0.0062347	0.686141	57	1	-2.6866	0.99368	0.99378	0.998596	8658	0	-2.6866
VSIG4	1	0.006316	0.0062347	0.686141	58	1	-1.7414	0.99368	0.99378	0.998596	8660	0	-1.7414
TSTD3	1	0.006316	0.0062347	0.686141	59	1	-1.7414	0.99368	0.99378	0.998596	8657	0	-1.7414
RBPMS2	1	0.006316	0.0062347	0.686141	60	1	-1.7414	0.99368	0.99378	0.998596	8652	0	-1.7414
POLR3C	1	0.006316	0.0062347	0.686141	61	1	-2.6866	0.99368	0.99378	0.998596	8655	0	-2.6866
SLC35B2	1	0.006316	0.0062347	0.686141	62	1	-1.7414	0.99368	0.99378	0.998596	8656	0	-1.7414
RPN2	1	0.006316	0.0062347	0.686141	63	1	-1.7414	0.99368	0.99378	0.998596	8653	0	-1.7414
CLN8	1	0.006316	0.0062347	0.686141	64	1	-2.6866	0.99368	0.99378	0.998596	8663	0	-2.6866
FHIT	1	0.006316	0.0062347	0.686141	65	1	-2.6866	0.99368	0.99378	0.998596	8662	0	-2.6866
GGA3	1	0.006316	0.0062347	0.686141	66	1	-2.6866	0.99368	0.99378	0.998596	8664	0	-2.6866
POLR2D	2	0.007385	0.014	0.686141	67	1	-0.60957	0.08146	0.087034	0.781602	686	1	-0.60957
RAB28	2	0.007385	0.014	0.686141	68	1	-1.0283	0.17846	0.17915	0.781602	1230	1	-1.0283
SPIN3	2	0.007385	0.014	0.686141	69	1	-1.5142	0.84138	0.84145	0.949746	7350	0	-1.5142
MRPL30	2	0.007385	0.014	0.686141	70	2	-1.8167	0.99196	0.99203	0.998596	8622	0	-1.8167
MS4A13	2	0.007385	0.014	0.686141	71	1	-1.0416	0.84138	0.84145	0.949746	7204	0	-1.0416
MTUS2	2	0.007385	0.014	0.686141	72	1	-0.69779	0.4996	0.49974	0.781602	3485	0	-0.69779
TP63	2	0.007385	0.014	0.686141	73	2	-1.8167	0.99196	0.99203	0.998596	8639	0	-1.8167
ZSWIM2	1	0.0074438	0.0073069	0.686141	74	1	-2.284	0.99256	0.99258	0.998596	8651	0	-2.284
SLF1	1	0.0075792	0.0074172	0.686141	75	1	-1.92	0.99242	0.99246	0.998596	8650	0	-1.92
CYFIP2	1	0.0078047	0.007656	0.686141	76	1	-2.0032	0.9922	0.99223	0.998596	8649	0	-2.0032
LOC100353240	1	0.0079852	0.0078368	0.686141	77	1	-1.9686	0.99201	0.99206	0.998596	8648	0	-1.9686
TNFSF15	2	0.0080437	0.015247	0.686141	78	2	-1.6669	0.99196	0.99203	0.998596	8634	0	-1.6669
KIAA0430	2	0.0080437	0.015247	0.686141	79	2	-1.1943	0.99196	0.99203	0.998596	8615	0	-1.1943
EPC2	2	0.0080437	0.015247	0.686141	80	2	-2.0433	0.99196	0.99203	0.998596	8621	0	-2.0433
MTHFD2L	2	0.0080437	0.015247	0.686141	81	2	-1.6669	0.99196	0.99203	0.998596	8623	0	-1.6669
EIF5	2	0.0080437	0.015247	0.686141	82	2	-1.6669	0.99196	0.99203	0.998596	8645	0	-1.6669
ENPP5	2	0.0080437	0.015247	0.686141	83	2	-1.1943	0.99196	0.99203	0.998596	8644	0	-1.1943
MEP1A	2	0.0080437	0.015247	0.686141	84	2	-1.1943	0.99196	0.99203	0.998596	8619	0	-1.1943
LOC100349505	2	0.0080437	0.015247	0.686141	85	2	-1.6669	0.99196	0.99203	0.998596	8626	0	-1.6669
ECI2	2	0.0080437	0.015247	0.686141	86	2	-1.1943	0.99196	0.99203	0.998596	8643	0	-1.1943
LOC100338034	2	0.0080437	0.015247	0.686141	87	2	-1.6669	0.99196	0.99203	0.998596	8617	0	-1.6669
VPS37A	2	0.0080437	0.015247	0.686141	88	2	-1.1943	0.99196	0.99203	0.998596	8637	0	-1.1943
LOC103346764	2	0.0080437	0.015247	0.686141	89	2	-1.1943	0.99196	0.99203	0.998596	8629	0	-1.1943
LOC100352364	2	0.0080437	0.015247	0.686141	90	2	-1.6669	0.99196	0.99203	0.998596	8625	0	-1.6669
PDCL	2	0.0080437	0.015247	0.686141	91	2	-1.6669	0.99196	0.99203	0.998596	8642	0	-1.6669
TAF11	2	0.0080437	0.015247	0.686141	92	2	-1.6669	0.99196	0.99203	0.998596	8633	0	-1.6669
LOC100349939	2	0.0080437	0.015247	0.686141	93	2	-1.6669	0.99196	0.99203	0.998596	8627	0	-1.6669
UIMC1	2	0.0080437	0.015247	0.686141	94	2	-1.6669	0.99196	0.99203	0.998596	8640	0	-1.6669
PAQR4	2	0.0080437	0.015247	0.686141	95	2	-1.1943	0.99196	0.99203	0.998596	8641	0	-1.1943
LOC100357913	2	0.0080437	0.015247	0.686141	96	2	-2.0433	0.99196	0.99203	0.998596	8632	0	-2.0433
ALKBH1	2	0.0080437	0.015247	0.686141	97	2	-2.0433	0.99196	0.99203	0.998596	8635	0	-2.0433
PSCA	2	0.0080437	0.015247	0.686141	98	2	-1.8793	0.99196	0.99203	0.998596	8647	0	-1.8793
PRADC1	2	0.0080437	0.015247	0.686141	99	2	-1.8793	0.99196	0.99203	0.998596	8646	0	-1.8793
SUSD4	2	0.0080437	0.015247	0.686141	100	2	-1.7584	0.99196	0.99203	0.998596	8636	0	-1.7584
WDR49	2	0.0080437	0.015247	0.686141	101	2	-1.5336	0.99196	0.99203	0.998596	8638	0	-1.5336
LOC103350073	2	0.0080437	0.015247	0.686141	102	2	-1.8793	0.99196	0.99203	0.998596	8618	0	-1.8793
LOC100346087	2	0.0080437	0.015247	0.686141	103	2	-1.4067	0.99196	0.99203	0.998596	8628	0	-1.4067
HMGN3	2	0.0080437	0.015247	0.686141	104	2	-1.4067	0.99196	0.99203	0.998596	8616	0	-1.4067
LOC100338764	2	0.0080437	0.015247	0.686141	105	2	-1.4067	0.99196	0.99203	0.998596	8630	0	-1.4067
LOC100345034	2	0.0080437	0.015247	0.686141	106	2	-1.6669	0.99196	0.99203	0.998596	8631	0	-1.6669
FABP12	2	0.0080437	0.015247	0.686141	107	2	-1.6669	0.99196	0.99203	0.998596	8620	0	-1.6669
LOC100346848	2	0.0080437	0.015247	0.686141	108	2	-1.6669	0.99196	0.99203	0.998596	8624	0	-1.6669
GSC	1	0.008301	0.0081449	0.686141	109	1	-1.7667	0.9917	0.99175	0.998596	8609	0	-1.7667
DFFA	1	0.008301	0.0081449	0.686141	110	1	-1.7667	0.9917	0.99175	0.998596	8611	0	-1.7667
LOC100357801	1	0.008301	0.0081449	0.686141	111	1	-1.7667	0.9917	0.99175	0.998596	8613	0	-1.7667
LOC103352431	1	0.008301	0.0081449	0.686141	112	1	-1.7667	0.9917	0.99175	0.998596	8614	0	-1.7667
HACE1	1	0.008301	0.0081449	0.686141	113	1	-1.7667	0.9917	0.99175	0.998596	8612	0	-1.7667
TXNL1	1	0.008301	0.0081449	0.686141	114	1	-1.7667	0.9917	0.99175	0.998596	8610	0	-1.7667
ATR	3	0.011057	0.024223	0.686141	115	1	-0.11665	0.93683	0.93656	0.970666	8361	0	-0.11665
ORYCUNV1R1524	3	0.011057	0.024223	0.686141	116	1	-1.0619	0.51169	0.51158	0.781602	3569	0	-1.0619
LOC100341290	3	0.011057	0.024223	0.686141	117	1	-1.0619	0.25537	0.25692	0.781602	2450	1	-1.0619
MAPRE1	1	0.012316	0.012148	0.686141	118	1	-1.4745	0.98768	0.98772	0.998596	8587	0	-1.4745
LOC108176566	1	0.012316	0.012148	0.686141	119	1	-2.4197	0.98768	0.98772	0.998596	8586	0	-2.4197
THG1L	1	0.012316	0.012148	0.686141	120	1	-1.4745	0.98768	0.98772	0.998596	8606	0	-1.4745
LOC100354585	1	0.012316	0.012148	0.686141	121	1	-2.4197	0.98768	0.98772	0.998596	8601	0	-2.4197
LOC100353078	1	0.012316	0.012148	0.686141	122	1	-1.4745	0.98768	0.98772	0.998596	8600	0	-1.4745
LOC100358032	1	0.012316	0.012148	0.686141	123	1	-2.4197	0.98768	0.98772	0.998596	8590	0	-2.4197
LOC100358392	1	0.012316	0.012148	0.686141	124	1	-2.4197	0.98768	0.98772	0.998596	8588	0	-2.4197
TMEM55A	1	0.012316	0.012148	0.686141	125	1	-2.4197	0.98768	0.98772	0.998596	8605	0	-2.4197
ZBBX	1	0.012316	0.012148	0.686141	126	1	-1.4745	0.98768	0.98772	0.998596	8604	0	-1.4745
TBCA	1	0.012316	0.012148	0.686141	127	1	-1.4745	0.98768	0.98772	0.998596	8589	0	-1.4745
RAB11A	1	0.012316	0.012148	0.686141	128	1	-2.4197	0.98768	0.98772	0.998596	8594	0	-2.4197
USP43	1	0.012316	0.012148	0.686141	129	1	-2.4197	0.98768	0.98772	0.998596	8608	0	-2.4197
SUPT7L	1	0.012316	0.012148	0.686141	130	1	-1.4745	0.98768	0.98772	0.998596	8591	0	-1.4745
RPL23A	1	0.012316	0.012148	0.686141	131	1	-2.4197	0.98768	0.98772	0.998596	8585	0	-2.4197
RNF214	1	0.012316	0.012148	0.686141	132	1	-2.4197	0.98768	0.98772	0.998596	8597	0	-2.4197
NARS	1	0.012316	0.012148	0.686141	133	1	-2.4197	0.98768	0.98772	0.998596	8599	0	-2.4197
MRPL16	1	0.012316	0.012148	0.686141	134	1	-1.4745	0.98768	0.98772	0.998596	8598	0	-1.4745
MED6	1	0.012316	0.012148	0.686141	135	1	-2.4197	0.98768	0.98772	0.998596	8592	0	-2.4197
OLFML3	1	0.012316	0.012148	0.686141	136	1	-2.4197	0.98768	0.98772	0.998596	8596	0	-2.4197
TEX30	1	0.012316	0.012148	0.686141	137	1	-1.4745	0.98768	0.98772	0.998596	8607	0	-1.4745
PCGF1	1	0.012316	0.012148	0.686141	138	1	-1.4745	0.98768	0.98772	0.998596	8595	0	-1.4745
PAK3	1	0.012316	0.012148	0.686141	139	1	-2.4197	0.98768	0.98772	0.998596	8593	0	-2.4197
FCRLA	1	0.012316	0.012148	0.686141	140	1	-2.4197	0.98768	0.98772	0.998596	8575	0	-2.4197
FBXL12	1	0.012316	0.012148	0.686141	141	1	-2.4197	0.98768	0.98772	0.998596	8576	0	-2.4197
FAM58A	1	0.012316	0.012148	0.686141	142	1	-1.4745	0.98768	0.98772	0.998596	8573	0	-1.4745
CDCA3	1	0.012316	0.012148	0.686141	143	1	-2.4197	0.98768	0.98772	0.998596	8583	0	-2.4197
GDF3	1	0.012316	0.012148	0.686141	144	1	-2.4197	0.98768	0.98772	0.998596	8584	0	-2.4197
CCDC117	1	0.012316	0.012148	0.686141	145	1	-2.4197	0.98768	0.98772	0.998596	8580	0	-2.4197
FKBP4	1	0.012316	0.012148	0.686141	146	1	-2.4197	0.98768	0.98772	0.998596	8574	0	-2.4197
DERL2	1	0.012316	0.012148	0.686141	147	1	-2.4197	0.98768	0.98772	0.998596	8572	0	-2.4197
CXCL10	1	0.012316	0.012148	0.686141	148	1	-2.4197	0.98768	0.98772	0.998596	8581	0	-2.4197
CFB	1	0.012316	0.012148	0.686141	149	1	-2.4197	0.98768	0.98772	0.998596	8582	0	-2.4197
DUSP22	1	0.012316	0.012148	0.686141	150	1	-2.4197	0.98768	0.98772	0.998596	8571	0	-2.4197
ADIPOQ	1	0.012316	0.012148	0.686141	151	1	-2.4197	0.98768	0.98772	0.998596	8579	0	-2.4197
DYNLT3	1	0.012316	0.012148	0.686141	152	1	-2.4197	0.98768	0.98772	0.998596	8570	0	-2.4197
ALDH9A1	1	0.012316	0.012148	0.686141	153	1	-2.4197	0.98768	0.98772	0.998596	8578	0	-2.4197
KIF6	1	0.012316	0.012148	0.686141	154	1	-2.4197	0.98768	0.98772	0.998596	8565	0	-2.4197
KCNQ5	1	0.012316	0.012148	0.686141	155	1	-2.4197	0.98768	0.98772	0.998596	8564	0	-2.4197
KTN1	1	0.012316	0.012148	0.686141	156	1	-2.4197	0.98768	0.98772	0.998596	8566	0	-2.4197
LOC100345912	1	0.012316	0.012148	0.686141	157	1	-1.4745	0.98768	0.98772	0.998596	8603	0	-1.4745
LOC100342244	1	0.012316	0.012148	0.686141	158	1	-2.4197	0.98768	0.98772	0.998596	8602	0	-2.4197
IL1RN	1	0.012316	0.012148	0.686141	159	1	-2.4197	0.98768	0.98772	0.998596	8567	0	-2.4197
HTR5BP	1	0.012316	0.012148	0.686141	160	1	-2.4197	0.98768	0.98772	0.998596	8568	0	-2.4197
IQGAP2	1	0.012316	0.012148	0.686141	161	1	-2.4197	0.98768	0.98772	0.998596	8569	0	-2.4197
BMF	1	0.012316	0.012148	0.686141	162	1	-1.4745	0.98768	0.98772	0.998596	8577	0	-1.4745
LOC108178954	2	0.012592	0.023803	0.686141	163	1	-0.64593	0.3799	0.38	0.781602	3218	0	-0.64593
LGI4	2	0.012592	0.023803	0.686141	164	1	-0.45792	0.21892	0.21924	0.781602	2374	1	-0.45792
MEST	2	0.012592	0.023803	0.686141	165	1	-0.92904	0.84138	0.84145	0.949746	7275	0	-0.92904
DMRTC2	2	0.012592	0.023803	0.686141	166	1	-1.8742	0.84138	0.84145	0.949746	7094	0	-1.8742
HNRNPDL	2	0.015101	0.02837	0.686141	167	1	-0.83493	0.52872	0.52903	0.781602	3614	0	-0.83493
LEMD3	2	0.01537	0.028856	0.686141	168	1	-1.2157	0.96722	0.96737	0.994556	8423	0	-1.2157
HHLA1	2	0.015728	0.02951	0.686141	169	1	-0.56599	0.22791	0.22814	0.781602	2384	0	-0.56599
SERPINB9	1	0.016196	0.016054	0.686141	170	1	-1.7871	0.9838	0.9839	0.998596	8563	0	-1.7871
LOC100009483	1	0.016376	0.016245	0.686141	171	1	-1.5951	0.98362	0.98373	0.998596	8562	0	-1.5951
KIF24	1	0.016376	0.016245	0.686141	172	1	-1.5951	0.98362	0.98373	0.998596	8561	0	-1.5951
LOC100356495	1	0.016647	0.016562	0.686141	173	1	-1.653	0.98335	0.98345	0.998596	8560	0	-1.653
LOC103351405	1	0.016828	0.016733	0.686141	174	1	-1.7684	0.98317	0.98329	0.998596	8559	0	-1.7684
LOC100339548	1	0.016918	0.016821	0.686141	175	1	-1.5794	0.98308	0.98319	0.998596	8558	0	-1.5794
ORYCUNV1R1586	3	0.018829	0.03731	0.686141	176	2	-1.6669	0.75473	0.75449	0.949746	6789	0	-1.6669
BTBD18	3	0.018829	0.03731	0.686141	177	1	-1.0619	0.51169	0.51158	0.781602	3516	0	-1.0619
LOC103350544	3	0.018829	0.03731	0.686141	178	1	0.44957	0.51169	0.51158	0.781602	3513	0	0.44957
CHL1	3	0.018829	0.03731	0.686141	179	2	-1.0619	0.93683	0.93656	0.970666	8385	0	-1.0619
CBX1	2	0.021498	0.039807	0.686141	180	2	-1.2875	0.9785	0.97862	0.995886	8556	0	-1.2875
LOC108177049	2	0.021498	0.039807	0.686141	181	2	-1.1543	0.9785	0.97862	0.995886	8557	0	-1.1543
LOC100356864	2	0.022205	0.041062	0.686141	182	2	-1.1976	0.9778	0.97791	0.995401	8555	0	-1.1976
TSPO	2	0.022447	0.041487	0.686141	183	2	-1.2897	0.97755	0.97767	0.995267	8554	0	-1.2897
PCDH15	2	0.022528	0.041632	0.686141	184	2	-1.7061	0.97747	0.97759	0.995267	8553	0	-1.7061
LOC100340814	3	0.022688	0.043656	0.686141	185	2	-1.4745	0.1615	0.17175	0.781602	1168	1	-1.4745
FAM96A	3	0.022688	0.043656	0.686141	186	2	-1.6669	0.75473	0.75449	0.949746	6788	0	-1.6669
LOC100342245	3	0.022688	0.043656	0.686141	187	2	-0.72166	0.1615	0.17175	0.781602	1161	1	-0.72166
LOC100342554	3	0.022688	0.043656	0.686141	188	2	-1.6669	0.51169	0.51158	0.781602	3538	0	-1.6669
TBC1D25	3	0.022688	0.043656	0.686141	189	2	-0.72166	0.93683	0.93656	0.970666	8370	0	-0.72166
WDR63	3	0.022688	0.043656	0.686141	190	2	-1.6669	0.93683	0.93656	0.970666	8377	0	-1.6669
SPOP	3	0.022688	0.043656	0.686141	191	2	-1.6669	0.75473	0.75449	0.949746	6786	0	-1.6669
LOC100352436	3	0.022688	0.043656	0.686141	192	2	-0.72166	0.93683	0.93656	0.970666	8391	0	-0.72166
STAG1	3	0.022688	0.043656	0.686141	193	2	-1.6669	0.93683	0.93656	0.970666	8360	0	-1.6669
CFAP157	3	0.022688	0.043656	0.686141	194	2	-1.6669	0.67646	0.67659	0.870918	6763	0	-1.6669
SRSF1	3	0.022688	0.043656	0.686141	195	2	-1.2081	0.51169	0.51158	0.781602	3512	0	-1.2081
LOC100339496	2	0.022991	0.042508	0.686141	196	2	-1.142	0.97701	0.97719	0.995014	8552	0	-1.142
MPLKIP	1	0.023414	0.023342	0.686141	197	1	-2.0918	0.97659	0.97662	0.994556	8514	0	-2.0918
LOC108178402	1	0.023414	0.023342	0.686141	198	1	-1.1466	0.97659	0.97662	0.994556	8470	0	-1.1466
LOC108178700	1	0.023414	0.023342	0.686141	199	1	-1.1466	0.97659	0.97662	0.994556	8473	0	-1.1466
MOK	1	0.023414	0.023342	0.686141	200	1	-1.1466	0.97659	0.97662	0.994556	8515	0	-1.1466
MTF2	1	0.023414	0.023342	0.686141	201	1	-2.0918	0.97659	0.97662	0.994556	8517	0	-2.0918
NSUN3	1	0.023414	0.023342	0.686141	202	1	-2.0918	0.97659	0.97662	0.994556	8510	0	-2.0918
ODF1	1	0.023414	0.023342	0.686141	203	1	-1.1466	0.97659	0.97662	0.994556	8513	0	-1.1466
NCOA4	1	0.023414	0.023342	0.686141	204	1	-1.1466	0.97659	0.97662	0.994556	8516	0	-1.1466
NEDD1	1	0.023414	0.023342	0.686141	205	1	-2.0918	0.97659	0.97662	0.994556	8511	0	-2.0918
LOC103348033	1	0.023414	0.023342	0.686141	206	1	-1.1466	0.97659	0.97662	0.994556	8460	0	-1.1466
LOC103349014	1	0.023414	0.023342	0.686141	207	1	-1.1466	0.97659	0.97662	0.994556	8463	0	-1.1466
LOC103350243	1	0.023414	0.023342	0.686141	208	1	-2.0918	0.97659	0.97662	0.994556	8462	0	-2.0918
LOC100352861	1	0.023414	0.023342	0.686141	209	1	-1.1466	0.97659	0.97662	0.994556	8467	0	-1.1466
LOC100355911	1	0.023414	0.023342	0.686141	210	1	-2.0918	0.97659	0.97662	0.994556	8466	0	-2.0918
LOC100358229	1	0.023414	0.023342	0.686141	211	1	-2.0918	0.97659	0.97662	0.994556	8461	0	-2.0918
LOC108177005	1	0.023414	0.023342	0.686141	212	1	-2.0918	0.97659	0.97662	0.994556	8474	0	-2.0918
LOC108177243	1	0.023414	0.023342	0.686141	213	1	-1.1466	0.97659	0.97662	0.994556	8468	0	-1.1466
LOC108178176	1	0.023414	0.023342	0.686141	214	1	-1.1466	0.97659	0.97662	0.994556	8471	0	-1.1466
LOC103350560	1	0.023414	0.023342	0.686141	215	1	-1.1466	0.97659	0.97662	0.994556	8472	0	-1.1466
LOC103350800	1	0.023414	0.023342	0.686141	216	1	-2.0918	0.97659	0.97662	0.994556	8475	0	-2.0918
LOC108175476	1	0.023414	0.023342	0.686141	217	1	-1.1466	0.97659	0.97662	0.994556	8469	0	-1.1466
PAX8	1	0.023414	0.023342	0.686141	218	1	-1.1466	0.97659	0.97662	0.994556	8512	0	-1.1466
SMAD5	1	0.023414	0.023342	0.686141	219	1	-2.0918	0.97659	0.97662	0.994556	8495	0	-2.0918
SPINK7	1	0.023414	0.023342	0.686141	220	1	-1.1466	0.97659	0.97662	0.994556	8501	0	-1.1466
TAF5L	1	0.023414	0.023342	0.686141	221	1	-1.1466	0.97659	0.97662	0.994556	8507	0	-1.1466
SEPW1	1	0.023414	0.023342	0.686141	222	1	-1.1466	0.97659	0.97662	0.994556	8494	0	-1.1466
SET	1	0.023414	0.023342	0.686141	223	1	-2.0918	0.97659	0.97662	0.994556	8493	0	-2.0918
SH3BP2	1	0.023414	0.023342	0.686141	224	1	-1.1466	0.97659	0.97662	0.994556	8496	0	-1.1466
THEGL	1	0.023414	0.023342	0.686141	225	1	-1.1466	0.97659	0.97662	0.994556	8506	0	-1.1466
TSPAN17	1	0.023414	0.023342	0.686141	226	1	-2.0918	0.97659	0.97662	0.994556	8502	0	-2.0918
VAPA	1	0.023414	0.023342	0.686141	227	1	-2.0918	0.97659	0.97662	0.994556	8505	0	-2.0918
VIP	1	0.023414	0.023342	0.686141	228	1	-2.0918	0.97659	0.97662	0.994556	8504	0	-2.0918
TMEM82	1	0.023414	0.023342	0.686141	229	1	-1.1466	0.97659	0.97662	0.994556	8509	0	-1.1466
TRPS1	1	0.023414	0.023342	0.686141	230	1	-1.1466	0.97659	0.97662	0.994556	8508	0	-1.1466
TSC22D3	1	0.023414	0.023342	0.686141	231	1	-2.0918	0.97659	0.97662	0.994556	8503	0	-2.0918
